year	sentence	category	position
2014	It was a dark and stormy night, as it would be for the next 23 years on the world of Lo'soun, a lop-sided planet that rolls around its axis like one of those spinning tops kids have, and for the next 23 years the brave space colonists would have to live without light, warmth, or the screaming, car-sized cicadas that only come out in the summer.	Science Fiction	Dishonorable Mentions
2014	It was cool but muggy—I was schvitzing like a mohel at his first bris—and one thing was for certain: that Rosetta Stone course in Yiddish was worth the gelt.	Odious Outliers	
2014	There is litter on the highway and there are grey skies and naked trees; the sky so slate of grey that it cuts the sky like a knife, obscuring all horizons; the wind feels like human breath on my neck, heaving over me like it paid for the right, and is like a Dali with a sky-like awning that protects from the truncated blisters of the socket-like cistern of the sun.	Odious Outliers	
2014	The spaceship hovered like a saucer, only rounder, deeper, the product of an unholy union between dessert plate and finger bowl, as any of the villagers familiar with traditional service à la russe dining could plainly see.	Science Fiction	Winner
2014	Six months old, and already their love had picked up memories like lint, which, now that Maddie thought about it, was appropriate, since she and Brian met at the laundromat, when Maddie found herself hampered by a stubborn washing machine coin slot, but then snickered at the thought of being "hampered" while doing laundry, and then found herself explaining her snicker to the nearest laundromat patron, who turned out to be Brian and who, better yet, turned out to have a sense of humor even, well, dryer than her own.	Vile Puns	Winner
2014	Over KFC, Raul broke up with Sheila a second time (the first time shrinking her heart until it was only fit for a tiny doll), tearing what was left of her heart to shreds, like the shreds of coleslaw now clinging to Raul's beard; a fitting analogy since the aforementioned doll Sheila was thinking of was a Cabbage Patch doll.	Romance	Dishonorable Mentions
2014	The tears of her loneliness rolled from her cheeks and fell upon the steaming pavement outside a secondrate shopping center in Torrance, California, those tears quickly evaporating in the heat and turning into molecularized water vapor that was gradually pulled into the upper atmosphere and slowly dispersed across the planet until, many years later, a few of the molecules descended upon Riomaggiore, Italy, where they were inhaled by her soul-mate, Giorgio Abatangelo whom she would never, ever, meet.	Romance	Dishonorable Mentions
2014	When the dead moose floated into view the famished crew cheered—this had to mean land!—but Captain Walgrove, flinty-eyed and clear headed thanks to the starvation cleanse in progress, gave fateful orders to remain on the original course and await the appearance of a second and confirming moose.	Grand Prize	
2014	As he girded himself against the noxious, sulfurous fumes that belched from the chasm in preparation for descent into the bowels of the mountain where mighty pressure and unimaginable heat made rock run in syrupy rivers, Bob paused to consider the unlikely series of events that had led him to become the Great God Vulcan's proctologist.	Grand Panjandrum's Special Award	
2014	"Listen, Control!" snarled Captain Dan McMurdo across the ether, "I've got one engine shut down, the other running on fumes, a seriously wounded co-pilot who won't last the hour, fifty-three refugee orphans down the back, and a nun for a radio operator, so turn the goddam landing lights on goddam pronto—orry, Sister."	Adventure	Winner
2014	As the foeman's axe descended, Ragnar Thorvaldsson thought—quickly, but with uncannily prescient anachronism—that his paltry contribution to this raid would not be recorded in the great sagas, or even a minor tale, but at best he might be remembered centuries hence only as "third oarsman" in the Boys' Own Book of Viking Adventure Stories.	Adventure	Dishonorable Mentions
2014	Justin was happy, like a clam at high tide, but abruptly ending his musings he recalled that he had every reason to be happy (in his own small way) because he was a quahog and it was the highest of tides, and he squirted with delight.	Children's Literature	Winner
2014	Hard-boiled private dick Harrison Bogart couldn't tell if it was the third big glass of cheap whiskey he'd just finished, or the way the rain-moistened blouse clung so tightly to the perfect figure of the dame who just appeared panting in his office doorway, but he was certain of one thing…he had the hottest mother-in-law in the world.	Crime & Detective	Winner
2014	Hard-boiled private eye Smith Calloway had a sinking feeling as he walked into the chaotic crime scene, for there, as expected, was the body dressed in a monk's habit; there was the stuffed cream-colored pony next to the crisp apple strudel; there was the doorbell, the set of sleigh bells, and even the schnitzel with noodles – all proclaiming that the Von Trappist Killer had struck again.	Crime & Detective	Dishonorable Mentions
2014	"One cannot easily shake off old habits," was all that retired Detective Tim O'Hara could say when, after rifling through the dead old man's pockets (which, as he expected, were all empty), inspecting his throat, and forcing open his cold, stiff hand to get his fingerprints, he was gently but firmly pulled away from the coffin by his brother Harry and piloted out of the parlor under the perplexed stares of uncle Mel's friends and relatives.	Crime & Detective	Dishonorable Mentions
2014	He was waiting for the call seated behind his desk, his right knee bouncing up and down like the piston of a one-cylinder steam engine—the kind old guys restore and stand proudly next to at the county fair hoping someone will stop and ask about it but they never do as the engine thumps and sputters in rhythm like an anxious guy seated behind his desk bouncing his knee up and down.	Crime & Detective	Dishonorable Mentions
2014	When the CSI investigator lifted the sheet revealing the mutilated body with the Ginsu Knife still protruding from the bloody chest, Detective Miller wondered why anybody would ever need two of them, even if he only had to pay extra shipping and handling.	Crime & Detective	Dishonorable Mentions
2014	As he strolled among the Kenthellians, through the wide parndamets along the River Elinionenin, thrimbening his tometoria and his Almagister's scrollix, he thought to himself, "Wow, it is sure convenient there's a glossary for made-up fantasy words on page 1048."	Fantasy	Winner
